online_order,book_table,rate,votes,rest_type,price,type,location
Yes,No,3.9,272,Beverage Shop,250,Delivery,Lavelle Road
Yes,No,4.2,175,Casual Dining,800,Delivery,Lavelle Road
Yes,No,3.3,6,Quick Bites,500,Delivery,Lavelle Road
Yes,No,3.1,28,Food Court,250,Delivery,Lavelle Road
Yes,No,3.7,43,Casual Dining,900,Delivery,Lavelle Road
Yes,Yes,4.2,404,Bar,1600,Delivery,Lavelle Road
Yes,No,3.5,61,Quick Bites,300,Delivery,Lavelle Road
Yes,No,4.1,54,Casual Dining,550,Delivery,Lavelle Road
Yes,Yes,4.5,1636,Casual Dining,1300,Delivery,Lavelle Road
Yes,No,3.8,18,Quick Bites,200,Delivery,Lavelle Road
Yes,No,4.3,120,Dessert Parlor,400,Delivery,Lavelle Road
Yes,No,3.6,32,Quick Bites,700,Delivery,Lavelle Road
Yes,No,4.1,129,Casual Dining,900,Delivery,Lavelle Road
Yes,No,3.0,9,Quick Bites,500,Delivery,Lavelle Road
Yes,No,3.7,30,Bakery,300,Delivery,Lavelle Road
Yes,Yes,4.1,629,Casual Dining,1100,Delivery,Lavelle Road
Yes,No,3.9,103,Sweet Shop,400,Delivery,Lavelle Road
Yes,No,3.8,54,Beverage Shop,400,Delivery,Lavelle Road
Yes,No,4.2,443,Cafe,700,Delivery,Lavelle Road
Yes,No,4.3,579,Cafe,700,Delivery,Lavelle Road
Yes,No,3.9,86,Quick Bites,200,Delivery,Lavelle Road
Yes,Yes,4.0,1024,Casual Dining,700,Delivery,Lavelle Road
Yes,No,3.7,136,Casual Dining,450,Delivery,Lavelle Road
Yes,No,3.9,149,Dessert Parlor,500,Delivery,Lavelle Road
Yes,No,3.2,65,Kiosk,300,Delivery,Lavelle Road
Yes,No,3.5,12,Casual Dining,650,Delivery,Lavelle Road
Yes,No,3.6,44,Kiosk,300,Delivery,Lavelle Road
Yes,No,4.2,94,Quick Bites,300,Delivery,Lavelle Road
Yes,No,3.8,62,Casual Dining,400,Delivery,Lavelle Road
Yes,No,3.7,25,Quick Bites,300,Delivery,Lavelle Road
Yes,No,4.0,70,Delivery,600,Delivery,Lavelle Road
Yes,No,2.5,22,Casual Dining,1000,Delivery,Lavelle Road
Yes,No,3.9,113,Quick Bites,250,Delivery,Lavelle Road
Yes,No,4.1,79,Quick Bites,350,Delivery,Lavelle Road
Yes,No,3.9,111,Dessert Parlor,400,Delivery,Lavelle Road
Yes,No,3.8,122,Quick Bites,400,Delivery,Lavelle Road
Yes,No,2.8,302,Casual Dining,500,Delivery,Lavelle Road
Yes,No,3.5,11,Quick Bites,300,Delivery,Lavelle Road
Yes,No,4.3,129,Casual Dining,700,Delivery,Lavelle Road
Yes,No,3.3,19,Quick Bites,300,Delivery,Lavelle Road
Yes,No,3.9,241,Cafe,700,Delivery,Lavelle Road
Yes,No,3.4,18,Quick Bites,400,Delivery,Lavelle Road
Yes,No,4.1,46,Beverage Shop,400,Delivery,Lavelle Road
Yes,No,3.8,24,Quick Bites,350,Delivery,Lavelle Road
Yes,No,3.9,148,Food Court,450,Delivery,Lavelle Road
Yes,No,3.8,111,Quick Bites,300,Delivery,Lavelle Road
Yes,No,3.6,13,Quick Bites,100,Delivery,Lavelle Road
Yes,No,3.9,35,Quick Bites,600,Delivery,Lavelle Road
Yes,No,4.1,257,Cafe,500,Delivery,Lavelle Road
Yes,No,3.4,43,Beverage Shop,150,Delivery,Lavelle Road
Yes,No,3.8,28,Delivery,650,Delivery,Lavelle Road
Yes,No,4.2,132,Dessert Parlor,180,Delivery,Lavelle Road
Yes,No,3.9,61,Beverage Shop,150,Delivery,Lavelle Road
Yes,No,4.0,29,Bakery,500,Delivery,Lavelle Road
Yes,No,3.9,456,Quick Bites,400,Delivery,Lavelle Road
Yes,No,3.0,23,Quick Bites,250,Delivery,Lavelle Road
Yes,No,2.6,310,Casual Dining,700,Delivery,Lavelle Road
Yes,No,3.8,111,Dessert Parlor,500,Delivery,Lavelle Road
Yes,No,4.3,657,Cafe,750,Delivery,Lavelle Road
Yes,No,3.1,27,Sweet Shop,200,Delivery,Lavelle Road
Yes,No,3.3,6,Quick Bites,200,Delivery,Lavelle Road
Yes,Yes,3.9,96,Casual Dining,1300,Delivery,Lavelle Road
Yes,No,3.5,58,Quick Bites,300,Delivery,Lavelle Road
Yes,No,3.1,8,Quick Bites,200,Delivery,Lavelle Road
Yes,No,3.8,32,Quick Bites,200,Delivery,Lavelle Road
Yes,No,3.7,98,Casual Dining,550,Delivery,Lavelle Road
Yes,No,4.1,45,Dessert Parlor,300,Delivery,Lavelle Road
Yes,No,3.8,265,Casual Dining,850,Delivery,Lavelle Road
Yes,No,3.9,206,Casual Dining,500,Delivery,Lavelle Road
Yes,No,3.8,165,Quick Bites,600,Delivery,Lavelle Road
Yes,No,4.0,114,Casual Dining,1000,Delivery,Lavelle Road
Yes,No,3.4,16,Casual Dining,800,Delivery,Lavelle Road
Yes,No,4.1,481,Cafe,700,Delivery,Lavelle Road
Yes,Yes,4.3,864,Casual Dining,1000,Delivery,Lavelle Road
Yes,No,3.5,34,Quick Bites,200,Delivery,Lavelle Road
Yes,No,3.2,9,Sweet Shop,300,Delivery,Lavelle Road
Yes,No,4.2,231,Bakery,300,Delivery,Lavelle Road
Yes,No,4.3,327,Casual Dining,800,Delivery,Lavelle Road
Yes,No,3.9,227,Casual Dining,950,Delivery,Lavelle Road
Yes,No,3.8,59,Sweet Shop,300,Delivery,Lavelle Road
Yes,No,3.9,366,Casual Dining,800,Delivery,Lavelle Road
Yes,No,3.9,22,Dessert Parlor,200,Delivery,Lavelle Road
Yes,No,3.4,36,Bakery,150,Delivery,Lavelle Road
Yes,No,3.3,65,Cafe,900,Delivery,Lavelle Road
Yes,No,3.7,54,Cafe,600,Delivery,Lavelle Road
Yes,No,3.9,212,Casual Dining,800,Delivery,Lavelle Road
Yes,No,3.4,6,Quick Bites,100,Delivery,Lavelle Road
Yes,No,4.0,186,Quick Bites,350,Delivery,Lavelle Road
Yes,No,3.9,87,Casual Dining,500,Delivery,Lavelle Road
Yes,No,2.9,25,Quick Bites,300,Delivery,Lavelle Road
Yes,Yes,4.2,984,Casual Dining,1000,Delivery,Lavelle Road
Yes,No,3.7,184,Quick Bites,500,Delivery,Lavelle Road
Yes,No,4.1,161,Quick Bites,300,Delivery,Lavelle Road
Yes,No,3.6,23,Beverage Shop,150,Delivery,Lavelle Road
Yes,No,3.7,49,Quick Bites,250,Delivery,Lavelle Road
Yes,No,4.2,744,Cafe,750,Delivery,Lavelle Road
Yes,No,3.1,22,Dessert Parlor,250,Delivery,Lavelle Road
Yes,No,4.1,184,Dessert Parlor,550,Delivery,Lavelle Road
Yes,Yes,4.1,60,Cafe,800,Delivery,Lavelle Road
Yes,No,3.1,7,Quick Bites,500,Delivery,Lavelle Road
Yes,No,3.8,78,Dessert Parlor,300,Delivery,Lavelle Road
Yes,No,3.7,17,Quick Bites,300,Delivery,Lavelle Road
Yes,No,3.5,8,Beverage Shop,500,Delivery,Lavelle Road
Yes,No,4.3,98,Casual Dining,550,Delivery,Lavelle Road
Yes,No,3.4,7,Quick Bites,500,Delivery,Lavelle Road
Yes,Yes,4.0,938,Casual Dining,1000,Delivery,Lavelle Road
Yes,No,3.9,170,Quick Bites,600,Delivery,Lavelle Road
Yes,No,3.9,65,Quick Bites,250,Delivery,Lavelle Road
Yes,Yes,4.3,772,Casual Dining,1400,Delivery,Lavelle Road
No,No,2.5,35,Quick Bites,200,Delivery,Lavelle Road
Yes,No,3.5,10,Takeaway,300,Delivery,Lavelle Road
Yes,No,4.1,1131,Casual Dining,1500,Delivery,Lavelle Road
Yes,No,3.1,13,Quick Bites,350,Delivery,Lavelle Road
Yes,No,3.4,7,Beverage Shop,150,Delivery,Lavelle Road
Yes,No,4.1,117,Cafe,700,Delivery,Lavelle Road
Yes,No,4.0,869,Quick Bites,400,Delivery,Lavelle Road
Yes,No,3.3,8,Bakery,400,Delivery,Lavelle Road
Yes,No,2.8,55,Quick Bites,400,Delivery,Lavelle Road
Yes,No,3.7,75,Dessert Parlor,350,Delivery,Lavelle Road
Yes,No,3.9,58,Dessert Parlor,600,Delivery,Lavelle Road
Yes,No,3.8,106,Quick Bites,200,Delivery,Lavelle Road
Yes,No,3.7,43,Quick Bites,250,Delivery,Lavelle Road
Yes,No,3.9,156,Casual Dining,450,Delivery,Lavelle Road
Yes,No,4.2,121,Casual Dining,1000,Delivery,Lavelle Road
Yes,No,3.8,261,Cafe,700,Delivery,Lavelle Road
Yes,No,3.2,6,Cafe,400,Delivery,Lavelle Road
Yes,No,4.1,159,Cafe,300,Delivery,Lavelle Road
No,No,3.5,8,Quick Bites,200,Delivery,Lavelle Road
Yes,No,2.8,19,Beverage Shop,350,Delivery,Lavelle Road
Yes,No,2.9,50,Quick Bites,350,Delivery,Lavelle Road
Yes,No,4.0,140,Quick Bites,400,Delivery,Lavelle Road
Yes,No,4.0,68,Dessert Parlor,250,Delivery,Lavelle Road
Yes,No,3.7,30,Quick Bites,200,Delivery,Lavelle Road
Yes,No,3.5,13,Quick Bites,300,Delivery,Lavelle Road
Yes,No,3.9,185,Casual Dining,400,Delivery,Lavelle Road
Yes,No,4.1,1214,Bar,2000,Delivery,Lavelle Road
Yes,No,3.8,208,Casual Dining,400,Delivery,Lavelle Road
Yes,Yes,4.3,968,Cafe,750,Delivery,Lavelle Road
Yes,Yes,4.3,74,Casual Dining,700,Delivery,Lavelle Road
Yes,No,4.2,34,Dessert Parlor,300,Delivery,Lavelle Road
No,No,3.7,50,Cafe,550,Delivery,Lavelle Road
Yes,No,3.7,32,Quick Bites,400,Delivery,Lavelle Road
Yes,No,3.6,23,Kiosk,100,Delivery,Lavelle Road
Yes,No,4.4,227,Quick Bites,700,Delivery,Lavelle Road
Yes,Yes,4.1,770,Casual Dining,1200,Delivery,Lavelle Road
Yes,No,3.5,75,Quick Bites,500,Delivery,Lavelle Road
No,No,3.7,32,Casual Dining,800,Delivery,Lavelle Road
Yes,No,3.6,53,Casual Dining,600,Delivery,Lavelle Road
Yes,Yes,4.1,300,Casual Dining,1000,Delivery,Lavelle Road
Yes,No,3.6,83,Casual Dining,500,Delivery,Lavelle Road
Yes,No,3.4,6,Sweet Shop,1000,Delivery,Lavelle Road
Yes,No,3.9,134,Casual Dining,700,Delivery,Lavelle Road
Yes,No,2.5,34,Quick Bites,600,Delivery,Lavelle Road
Yes,No,4.4,69,Quick Bites,300,Delivery,Lavelle Road
Yes,No,3.7,80,Quick Bites,300,Delivery,Lavelle Road
No,No,3.9,156,Casual Dining,600,Delivery,Lavelle Road
No,No,4.1,1545,Pub,1200,Delivery,Lavelle Road
Yes,No,3.7,66,Cafe,800,Delivery,Lavelle Road
Yes,No,3.6,28,Quick Bites,300,Delivery,Lavelle Road
Yes,No,3.6,96,Cafe,650,Delivery,Lavelle Road
Yes,No,3.6,26,Quick Bites,300,Delivery,Lavelle Road
Yes,No,4.0,25,Quick Bites,100,Delivery,Lavelle Road
Yes,No,4.1,118,Cafe,500,Delivery,Lavelle Road
Yes,No,3.9,56,Quick Bites,400,Delivery,Lavelle Road
No,Yes,4.1,1339,Casual Dining,2100,Delivery,Lavelle Road
Yes,No,4.0,789,Quick Bites,400,Delivery,Lavelle Road
Yes,No,3.2,6,Quick Bites,100,Delivery,Lavelle Road
Yes,No,3.7,50,Quick Bites,350,Delivery,Lavelle Road
Yes,Yes,4.4,232,Bar,2000,Delivery,Lavelle Road
Yes,No,3.8,76,Quick Bites,300,Delivery,Lavelle Road
No,No,3.5,14,Quick Bites,250,Delivery,Lavelle Road
No,No,3.2,7,Cafe,600,Delivery,Lavelle Road
Yes,No,4.0,280,Casual Dining,600,Delivery,Lavelle Road
Yes,No,3.4,122,Cafe,600,Delivery,Lavelle Road
Yes,No,3.3,6,Beverage Shop,150,Delivery,Lavelle Road
Yes,No,3.7,28,Quick Bites,350,Delivery,Lavelle Road
Yes,No,3.4,9,Quick Bites,150,Delivery,Lavelle Road
Yes,No,3.8,75,Casual Dining,1000,Delivery,Lavelle Road
Yes,No,3.8,19,Quick Bites,200,Delivery,Lavelle Road
Yes,No,3.2,10,Delivery,450,Delivery,Lavelle Road
Yes,No,3.5,20,Cafe,500,Delivery,Lavelle Road
Yes,No,3.0,40,Dessert Parlor,200,Delivery,Lavelle Road
Yes,No,3.7,280,Casual Dining,800,Delivery,Lavelle Road
Yes,No,3.6,41,Casual Dining,500,Delivery,Lavelle Road
Yes,No,4.1,33,Dessert Parlor,400,Delivery,Lavelle Road
No,No,3.8,99,Cafe,600,Delivery,Lavelle Road
Yes,Yes,2.2,409,Casual Dining,1000,Delivery,Lavelle Road
Yes,No,3.5,13,Casual Dining,600,Delivery,Lavelle Road
Yes,No,2.9,56,Quick Bites,150,Delivery,Lavelle Road
Yes,No,3.4,9,Cafe,300,Delivery,Lavelle Road
Yes,No,3.9,113,Quick Bites,150,Delivery,Lavelle Road
Yes,No,3.1,23,Casual Dining,700,Delivery,Lavelle Road
Yes,No,3.8,38,Casual Dining,400,Delivery,Lavelle Road
No,No,3.7,23,Bakery,250,Delivery,Lavelle Road
Yes,No,3.4,76,Takeaway,400,Delivery,Lavelle Road
Yes,No,3.4,11,Quick Bites,300,Delivery,Lavelle Road
Yes,No,3.8,38,Quick Bites,250,Delivery,Lavelle Road
Yes,Yes,4.3,569,Casual Dining,1200,Delivery,Lavelle Road
Yes,No,3.6,27,Quick Bites,200,Delivery,Lavelle Road
Yes,No,3.9,256,Casual Dining,700,Delivery,Lavelle Road
Yes,Yes,4.4,1124,Casual Dining,1200,Delivery,Lavelle Road
No,Yes,4.0,930,Casual Dining,800,Delivery,Lavelle Road
Yes,No,3.8,75,Cafe,650,Delivery,Lavelle Road
Yes,No,3.4,63,Quick Bites,400,Delivery,Lavelle Road
Yes,No,3.5,121,Quick Bites,300,Delivery,Lavelle Road
Yes,Yes,4.5,1238,Casual Dining,1700,Delivery,Lavelle Road
Yes,No,3.9,119,Casual Dining,600,Delivery,Lavelle Road
Yes,Yes,4.5,1418,Casual Dining,1700,Delivery,Lavelle Road
Yes,No,3.9,464,Cafe,800,Delivery,Lavelle Road
Yes,No,3.3,37,Quick Bites,350,Delivery,Lavelle Road
Yes,No,3.7,160,Casual Dining,700,Delivery,Lavelle Road
Yes,No,4.0,55,Casual Dining,1500,Delivery,Lavelle Road
Yes,Yes,4.3,509,Casual Dining,1300,Delivery,Lavelle Road
No,No,3.1,24,Quick Bites,150,Delivery,Lavelle Road
Yes,No,2.6,72,Quick Bites,300,Delivery,Lavelle Road
Yes,No,3.5,21,Quick Bites,500,Delivery,Lavelle Road
Yes,No,3.4,8,Quick Bites,300,Delivery,Lavelle Road
Yes,No,4.1,398,Casual Dining,600,Delivery,Lavelle Road
Yes,Yes,4.1,456,Casual Dining,600,Delivery,Lavelle Road
Yes,Yes,4.2,476,Casual Dining,1700,Delivery,Lavelle Road
Yes,No,4.1,403,Casual Dining,750,Delivery,Lavelle Road
Yes,Yes,3.9,1370,Fine Dining,2100,Delivery,Lavelle Road
Yes,No,3.5,126,Casual Dining,700,Delivery,Lavelle Road
Yes,No,4.2,136,Casual Dining,1500,Delivery,Lavelle Road
Yes,Yes,4.2,176,Casual Dining,700,Delivery,Lavelle Road
Yes,Yes,4.1,864,Casual Dining,1400,Delivery,Lavelle Road
Yes,No,4.0,785,Casual Dining,650,Delivery,Lavelle Road
No,No,3.6,104,Cafe,800,Delivery,Lavelle Road
Yes,No,4.0,362,Casual Dining,1000,Delivery,Lavelle Road
Yes,No,2.9,17,Quick Bites,600,Delivery,Lavelle Road
Yes,No,3.3,204,Casual Dining,600,Delivery,Lavelle Road
Yes,Yes,4.0,457,Casual Dining,1000,Delivery,Lavelle Road
Yes,No,4.3,909,Casual Dining,2000,Delivery,Lavelle Road
Yes,No,3.7,50,Casual Dining,750,Delivery,Lavelle Road
Yes,No,3.1,114,Delivery,500,Delivery,Lavelle Road
Yes,No,3.0,13,Takeaway,400,Delivery,Lavelle Road
Yes,Yes,4.4,719,Casual Dining,1000,Delivery,Lavelle Road
Yes,Yes,4.2,856,Casual Dining,1400,Delivery,Lavelle Road
Yes,Yes,4.2,354,Casual Dining,1200,Delivery,Lavelle Road
Yes,Yes,4.0,379,Casual Dining,850,Delivery,Lavelle Road
Yes,No,3.8,177,Quick Bites,300,Delivery,Lavelle Road
Yes,Yes,4.4,219,Casual Dining,850,Delivery,Lavelle Road
Yes,No,3.6,22,Quick Bites,350,Delivery,Lavelle Road
Yes,No,3.6,70,Casual Dining,800,Delivery,Lavelle Road
Yes,No,3.9,122,Casual Dining,1000,Delivery,Lavelle Road
Yes,Yes,4.5,871,Casual Dining,1800,Delivery,Lavelle Road
Yes,No,3.4,7,Takeaway,1600,Delivery,Lavelle Road
Yes,No,4.0,141,Casual Dining,550,Delivery,Lavelle Road
Yes,Yes,3.8,81,Casual Dining,800,Delivery,Lavelle Road
Yes,No,3.6,41,Casual Dining,1400,Delivery,Lavelle Road
Yes,No,3.4,48,Quick Bites,300,Delivery,Lavelle Road
Yes,No,2.1,253,Delivery,500,Delivery,Lavelle Road
Yes,No,4.2,860,Casual Dining,1800,Delivery,Lavelle Road
Yes,No,4.0,1103,Casual Dining,1300,Delivery,Lavelle Road
Yes,No,3.2,7,Quick Bites,300,Delivery,Lavelle Road
No,No,4.2,1363,Casual Dining,700,Delivery,Lavelle Road
No,No,4.3,72,Cafe,400,Delivery,Lavelle Road
No,No,3.1,38,Quick Bites,300,Delivery,Lavelle Road
No,No,3.8,32,Quick Bites,350,Delivery,Lavelle Road
No,No,3.8,31,Quick Bites,400,Delivery,Lavelle Road
No,No,4.0,102,Casual Dining,550,Delivery,Lavelle Road
No,No,3.6,37,Casual Dining,600,Delivery,Lavelle Road
Yes,No,3.7,34,Mess,300,Delivery,Lavelle Road
No,No,3.0,108,Casual Dining,800,Delivery,Lavelle Road
No,No,3.7,145,Casual Dining,1000,Delivery,Lavelle Road
Yes,No,3.5,9,Dessert Parlor,100,Delivery,Lavelle Road
No,No,3.8,26,Dessert Parlor,350,Delivery,Lavelle Road
No,No,3.1,16,Casual Dining,1100,Delivery,Lavelle Road
No,No,2.9,46,Casual Dining,550,Delivery,Lavelle Road
No,No,2.8,38,Delivery,500,Delivery,Lavelle Road
No,No,3.4,7,Quick Bites,500,Delivery,Lavelle Road
No,No,3.5,58,Casual Dining,900,Delivery,Lavelle Road
No,No,3.3,13,Casual Dining,600,Delivery,Lavelle Road
No,No,4.1,121,Casual Dining,600,Delivery,Lavelle Road
No,No,3.3,6,Cafe,400,Delivery,Lavelle Road
Yes,No,4.1,118,Casual Dining,1000,Delivery,Lavelle Road
Yes,No,3.5,47,Casual Dining,450,Delivery,Lavelle Road
Yes,No,3.6,118,Casual Dining,500,Delivery,Lavelle Road
Yes,No,3.9,158,Casual Dining,1300,Delivery,Lavelle Road
Yes,No,3.7,46,Casual Dining,1000,Delivery,Lavelle Road
Yes,No,3.6,16,Delivery,300,Delivery,Lavelle Road
Yes,Yes,3.8,203,Casual Dining,1200,Delivery,Lavelle Road
Yes,No,4.0,32,Quick Bites,300,Delivery,Lavelle Road
Yes,Yes,4.0,190,Casual Dining,1300,Delivery,Lavelle Road
Yes,No,3.7,110,Casual Dining,700,Delivery,Lavelle Road
Yes,No,3.8,169,Quick Bites,250,Delivery,Lavelle Road
Yes,No,3.6,79,Quick Bites,500,Delivery,Lavelle Road
Yes,No,3.8,36,Dessert Parlor,200,Delivery,Lavelle Road
No,No,3.3,11,Quick Bites,200,Delivery,Lavelle Road
No,Yes,4.1,101,Pub,1000,Delivery,Lavelle Road
No,No,3.9,234,Bar,1000,Delivery,Lavelle Road
Yes,No,3.9,86,Bar,1500,Delivery,Lavelle Road
No,No,3.6,24,Quick Bites,300,Delivery,Lavelle Road
Yes,No,3.5,25,Casual Dining,450,Delivery,Lavelle Road
Yes,Yes,4.2,508,Casual Dining,800,Delivery,Lavelle Road
Yes,Yes,4.4,721,Casual Dining,1700,Delivery,Lavelle Road
No,Yes,4.3,531,Casual Dining,1400,Delivery,Lavelle Road
No,No,4.3,1189,Casual Dining,550,Delivery,Lavelle Road
No,No,4.1,491,Casual Dining,600,Delivery,Lavelle Road
No,No,4.3,164,Cafe,750,Delivery,Lavelle Road
No,No,4.1,362,Quick Bites,400,Delivery,Lavelle Road
No,No,4.3,792,Cafe,900,Delivery,Lavelle Road
No,No,3.9,84,Quick Bites,500,Delivery,Lavelle Road
No,No,4.1,787,Casual Dining,800,Delivery,Lavelle Road
No,No,4.0,1460,Dessert Parlor,450,Delivery,Lavelle Road
No,No,4.3,539,Casual Dining,800,Delivery,Lavelle Road
No,No,4.3,185,Dessert Parlor,500,Delivery,Lavelle Road
Yes,No,4.3,1135,Cafe,800,Delivery,Lavelle Road
Yes,No,4.0,101,Quick Bites,150,Delivery,Lavelle Road
No,No,3.9,58,Takeaway,1200,Delivery,Lavelle Road
No,No,4.2,620,Cafe,500,Delivery,Lavelle Road
No,No,2.7,77,Quick Bites,500,Delivery,Lavelle Road
No,No,3.2,22,Casual Dining,450,Delivery,Lavelle Road
No,No,3.8,30,Beverage Shop,400,Delivery,Lavelle Road
No,No,3.8,136,Casual Dining,650,Delivery,Lavelle Road
No,No,3.6,23,Bakery,200,Delivery,Lavelle Road
No,No,3.4,22,Casual Dining,500,Delivery,Lavelle Road
No,No,3.8,24,Quick Bites,200,Delivery,Lavelle Road
No,No,4.0,54,Quick Bites,400,Delivery,Lavelle Road
No,No,3.9,82,Casual Dining,450,Delivery,Lavelle Road
No,No,3.7,95,Quick Bites,500,Delivery,Lavelle Road
No,No,3.4,14,Bakery,200,Delivery,Lavelle Road
No,No,3.7,62,Quick Bites,200,Delivery,Lavelle Road
No,No,3.6,35,Casual Dining,700,Delivery,Lavelle Road
No,No,3.9,135,Casual Dining,800,Delivery,Lavelle Road
No,No,3.5,7,Dessert Parlor,200,Delivery,Lavelle Road
No,No,3.6,8,Quick Bites,800,Delivery,Lavelle Road
No,No,3.3,6,Casual Dining,450,Delivery,Lavelle Road
No,No,3.1,7,Quick Bites,300,Delivery,Lavelle Road
No,No,3.7,16,Cafe,250,Delivery,Lavelle Road
No,No,3.9,122,Casual Dining,500,Delivery,Lavelle Road
No,No,3.9,31,Kiosk,300,Delivery,Lavelle Road
Yes,No,3.4,12,Quick Bites,650,Delivery,Lavelle Road
No,No,3.2,6,Quick Bites,300,Delivery,Lavelle Road
No,No,3.5,12,Quick Bites,350,Delivery,Lavelle Road
No,No,3.3,9,Quick Bites,300,Delivery,Lavelle Road
No,No,3.0,31,Casual Dining,1000,Delivery,Lavelle Road
No,No,2.8,46,Cafe,700,Delivery,Lavelle Road
No,Yes,3.9,158,Casual Dining,1100,Delivery,Lavelle Road
No,No,4.0,209,Casual Dining,500,Delivery,Lavelle Road
No,No,4.2,222,Dessert Parlor,200,Delivery,Lavelle Road
No,No,3.1,23,Quick Bites,300,Delivery,Lavelle Road
No,No,3.4,7,Casual Dining,600,Delivery,Lavelle Road
No,No,3.9,66,Dessert Parlor,200,Delivery,Lavelle Road
No,No,3.3,13,Casual Dining,600,Delivery,Lavelle Road
No,No,3.9,42,Casual Dining,500,Delivery,Lavelle Road
No,No,3.1,17,Casual Dining,550,Delivery,Lavelle Road
No,No,4.1,399,Quick Bites,300,Delivery,Lavelle Road
No,No,3.8,26,Dessert Parlor,500,Delivery,Lavelle Road
No,No,3.6,18,Beverage Shop,200,Delivery,Lavelle Road
No,No,3.2,9,Casual Dining,450,Delivery,Lavelle Road
No,No,3.6,7,Cafe,200,Delivery,Lavelle Road
No,No,3.4,8,Quick Bites,450,Delivery,Lavelle Road
No,No,3.4,10,Quick Bites,350,Delivery,Lavelle Road
No,No,3.1,6,Quick Bites,250,Delivery,Lavelle Road
No,No,3.6,14,Quick Bites,250,Delivery,Lavelle Road
No,No,3.6,15,Kiosk,350,Delivery,Lavelle Road
No,No,3.7,16,Takeaway,300,Delivery,Lavelle Road
No,No,3.8,33,Delivery,350,Delivery,Lavelle Road
No,No,3.5,8,Quick Bites,400,Delivery,Lavelle Road
No,No,3.0,25,Quick Bites,400,Delivery,Lavelle Road
No,No,3.5,19,Bakery,150,Delivery,Lavelle Road
No,No,3.6,16,Quick Bites,100,Delivery,Lavelle Road
No,No,3.2,6,Casual Dining,450,Delivery,Lavelle Road
No,No,3.6,32,Quick Bites,400,Delivery,Lavelle Road
No,No,3.3,9,Cafe,400,Delivery,Lavelle Road
No,No,3.4,8,Quick Bites,350,Delivery,Lavelle Road
No,No,3.8,41,Quick Bites,100,Delivery,Lavelle Road
No,No,3.4,27,Quick Bites,300,Delivery,Lavelle Road
No,No,3.6,15,Quick Bites,350,Delivery,Lavelle Road
No,No,3.0,10,Food Court,200,Delivery,Lavelle Road
No,No,3.0,53,Quick Bites,250,Delivery,Lavelle Road
Yes,No,3.4,33,Casual Dining,550,Delivery,Lavelle Road
No,No,2.6,26,Quick Bites,400,Delivery,Lavelle Road
No,No,3.3,33,Quick Bites,300,Delivery,Lavelle Road
No,No,3.9,435,Casual Dining,550,Delivery,Lavelle Road
No,No,3.2,13,Quick Bites,200,Delivery,Lavelle Road
Yes,No,3.6,31,Casual Dining,400,Delivery,Lavelle Road
No,No,3.2,7,Quick Bites,200,Delivery,Lavelle Road
Yes,No,3.0,20,Quick Bites,400,Delivery,Lavelle Road
No,No,3.4,8,Quick Bites,400,Delivery,Lavelle Road
Yes,No,3.0,96,Takeaway,650,Delivery,Lavelle Road
No,No,3.6,33,Casual Dining,500,Delivery,Lavelle Road
No,No,3.7,68,Casual Dining,500,Delivery,Lavelle Road
No,No,3.1,32,Quick Bites,200,Delivery,Lavelle Road
Yes,No,2.8,20,Casual Dining,550,Delivery,Lavelle Road
Yes,No,2.9,48,Bakery,400,Delivery,Lavelle Road
No,No,3.7,28,Casual Dining,1000,Delivery,Lavelle Road
No,No,3.5,8,Dessert Parlor,200,Delivery,Lavelle Road
No,No,3.1,7,Quick Bites,150,Delivery,Lavelle Road
No,No,3.7,24,Quick Bites,500,Delivery,Lavelle Road
Yes,No,3.5,17,Dessert Parlor,300,Delivery,Lavelle Road
No,No,3.1,9,Quick Bites,100,Delivery,Lavelle Road
Yes,No,3.2,6,Delivery,300,Delivery,Lavelle Road
Yes,No,3.4,7,Casual Dining,700,Delivery,Lavelle Road
No,No,3.5,140,Casual Dining,600,Delivery,Lavelle Road
No,No,3.3,11,Quick Bites,400,Delivery,Lavelle Road
Yes,Yes,3.8,91,Casual Dining,1800,Delivery,Lavelle Road
Yes,Yes,4.3,1052,Casual Dining,1600,Delivery,Lavelle Road
Yes,Yes,3.8,200,Casual Dining,1600,Delivery,Lavelle Road
Yes,No,4.4,1106,Bakery,600,Desserts,Lavelle Road
No,No,4.3,526,Bakery,1400,Desserts,Lavelle Road
Yes,No,4.4,69,Quick Bites,300,Desserts,Lavelle Road
No,No,4.5,291,Dessert Parlor,400,Desserts,Lavelle Road
Yes,No,4.2,231,Bakery,300,Desserts,Lavelle Road
No,No,3.5,19,Sweet Shop,1000,Desserts,Lavelle Road
No,No,3.9,91,Beverage Shop,400,Desserts,Lavelle Road
No,No,3.7,23,Bakery,250,Desserts,Lavelle Road
Yes,No,4.1,184,Dessert Parlor,550,Desserts,Lavelle Road
Yes,Yes,4.2,508,Casual Dining,800,Desserts,Lavelle Road
No,Yes,4.3,476,Microbrewery,2000,Desserts,Lavelle Road
Yes,No,4.0,1084,Quick Bites,550,Desserts,Lavelle Road
No,No,4.5,236,Dessert Parlor,1250,Desserts,Lavelle Road
No,No,3.4,225,Quick Bites,300,Desserts,Lavelle Road
Yes,Yes,4.1,60,Cafe,800,Desserts,Lavelle Road
